geneNames	GSM161945	GSM161946	GSM161948	GSM161949	GSM161950	GSM161951	GSM161952	GSM161953	GSM161954	GSM161955	GSM161956	GSM161957	GSM161958	GSM161959	GSM161960	GSM161961	GSM161962	GSM161963	GSM161964	GSM161965	GSM161966	GSM161967	GSM161968	GSM161969	GSM161970	GSM161971
AC007389.3	106.74	105.829	125.297	118.759	111.925	126.619	97.9454	85.5374	122.347	115.277	106.591	119.463	94.8793	108.249	108.659	106.799	115.521	113.765	120.434	104.886	117.511	92.777	116.334	123.557	160.503	117.587
AC008088.4	95.0557	110.105	105.679	82.0354	89.7944	115.967	98.999	103.963	112.199	117.48	112.865	128.977	96.2034	111.394	112.662	96.8496	76.8384	92.4555	85.7332	92.5657	79.0018	92.3058	102.363	113.351	109.17	113.587
AC009120.6	141.548	126.179	131.836	135.677	93.6587	145.292	130.641	149.419	107.361	130.056	134.422	117.664	141.92	141.163	107.841	132.784	158.53	177.652	135.757	142.911	211.793	172.235	156.128	147.761	96.9338	98.8558
AC009133.15	99.0424	94.5165	93.0657	79.7642	94.5193	102.533	102.414	86.6687	92.4769	104.416	92.7249	92.8422	98.4638	93.5147	97.8711	102.534	102.343	94.5993	121.032	93.8984	105.659	134.167	165.765	149.001	142.587	109.401
AC012065.7	250.155	225.005	216.716	213.322	232.87	249.336	226.283	207.765	214.57	240.092	230.263	218.545	253.672	235.982	228.388	228.23	264.043	216.711	219.237	232.431	245.202	219.566	229.384	226.466	235.465	235.565
AC013463.2	100.654	128.182	133.472	103.081	93.3664	110.101	109.387	91.7234	129.032	123.376	108.438	140.261	93.8748	99.2353	137.616	108.943	120.346	128.312	124.472	103.234	90.2527	73.3901	123.701	100.821	160.199	70.2634
AC016999.2	47.2704	50.2102	62.8722	65.5538	36.5374	61.3034	71.0696	48.0311	58.1707	74.1461	53.4178	57.5588	79.1297	60.6496	61.7974	70.6776	72.1064	69.04	73.3572	66.3067	45.5541	58.6189	72.3205	46.6326	116.363	103.179
AC018755.16	166.255	160.186	168.324	163.2	160.345	155.327	181.206	147.413	156.868	168.472	161.661	160.96	148.717	155.044	140.364	156.575	161.756	166.568	164.342	165.064	152.186	202.366	189.961	157.601	210.398	163.238
AC068039.4	53.7626	33.3278	42.3897	60.5575	24.3942	44.4606	47.3522	44.6982	55.7466	52.1709	36.0413	36.0873	40.5741	41.3034	48.3985	39.167	41.5172	50.1249	49.1587	46.6188	25.2109	25.7299	23.0174	29.5309	27.4711	24.1351
AC074212.6	147.097	170.358	185.929	151.276	147.149	167.803	169.941	158.414	173.451	155.345	192.755	194.171	132.338	140.827	152.756	171.959	180.468	199.868	180.157	171.683	149.08	162.298	196.328	153.276	200.612	167.464
AC083843.1	74.9425	76.7801	63.3318	91.4903	60.0124	43.2225	55.0792	45.9731	68.9378	75.4175	53.6647	76.0894	83.652	91.5952	69.8663	92.0741	55.9487	90.3435	53.8052	99.5183	59.6572	86.7483	31.5594	18.3245	19.6894	111.184
AC083949.1	100.035	91.4442	109.938	105.413	119.306	87.7471	101.396	91.9006	99.7087	102.607	108.938	104.245	124.152	102.237	91.4596	95.6474	98.2778	104.695	120.188	92.1729	86.8631	92.9549	120.227	107.941	104.517	69.95
AC084219.3	82.62	86.6102	86.0294	75.6563	101.143	98.3123	92.95	79.8187	84.4363	81.2799	85.3912	88.486	86.6746	89.0157	96.758	97.155	90.511	89.1656	96.6391	93.7297	106.836	82.535	86.6202	89.404	117.542	96.8503
AC106801.1	166.031	149.26	150.184	152.941	142.014	155.863	129.363	142.874	166.194	180.6	138.744	168.841	152.682	158.143	171.283	139.289	133.864	151.611	149.07	146.728	128.16	126.735	155.37	150.572	153.65	131.08
AC114730.11	65.6077	69.5556	91.8986	91.8581	78.6747	83.4754	85.5935	75.0784	90.6628	97.971	97.1777	115.081	71.0249	62.3473	83.0554	85.2929	105.195	78.8313	85.78	73.6522	59.8444	66.104	109.074	115.616	96.5655	118.874
AC144652.1	103.485	132.387	113.954	106.188	125.362	111.085	111.732	120.835	115.687	128.902	110.322	105.719	114.673	112.304	120.733	121.311	107.316	104.718	146.361	119.524	102.198	122.832	114.025	113.123	141.223	130.78
ACAA1	419.928	464.677	352.5745	380.145	441.108	350.535	495.862	484.3175	363.7665	440.384	460.998	550.836	431.2225	444.706	486.698	434.532	347.512	397.408	384.7025	424.734	320.0975	579.0035	420.831	424.341	526.0425	617.8875
ACAA2	1352.03	1329.3355	803.0325	798.134	1318.48	893.7445	1331.305	877.153	882.642	1218.2865	1323.9895	1104.4495	868.9515	1114.815	984.81	798.0195	1013.506	1307.3395	978.815	1008.991	712.277	910.4745	1284.374	1297.6935	367.12	1014.067
ACACA	175.683	171.735	184.8455	199.825	179.8565	200.522	206.665	170.8235	179.9645	215.169	187.399	178.378	191.096	221.231	211.801	203.6005	198.8255	206.2755	209.111	224.1095	257.603	291.3245	197.807	177.312	238.446	237.8555
ACACB	515.0655	573.7695	315.42225	454.75125	525.793	485.414	568.23125	411.1205	392.87175	590.71625	621.0775	536.88225	464.44025	409.59075	428.7675	398.3545	342.42225	591.9615	467.02425	457.68075	832.535	2130.445	274.6405	283.59125	562.7685	1081.626
ACAD10	240.219	236.412	218.104	220.337	296.086	277.223	256.421	222.013	256.94	276.607	236.45	214.617	249.372	297.046	275.958	262.41	278.64	245.794	210.009	239.659	172.133	200.624	223.805	212.098	330.93	286.145
ACAD8	295.388	371.353	322.761	357.136	338.536	293.61	335.181	406.71	299.002	288.01	374.816	305.379	402.494	437.351	424.763	487.143	314.232	349.729	351.729	462.125	207.17	309.594	142.632	157.878	123.218	379.214
ACAD9	299.74	314.308	236.262	313.464	316.569	249.476	318.45	389.585	281.567	293.378	301.327	268.926	303.609	321.333	317.975	300.834	272.618	313.981	297.077	331.532	300.141	575.17	329.143	295.814	287.949	455.472
ACADL	119.8015	103.5176	111.9085	135.926	98.6336	93.895	124.1315	131.598	113.1775	120.702	119.4115	110.369	134.2325	158.7815	123.678	141.493	112.372	177.6825	128.058	141.864	193.4775	133.8245	104.65525	103.34905	53.5882	117.6965
ACADM	5557.38	5792.01	4937.98	5264.48	6221.88	5547.76	6221.91	4027.98	6102.37	6315.2	6887.91	5037.97	5037.83	5368.5	5392.98	6291.43	5101.82	4941.6	3928.12	5731.37	1478.69	716.941	5311.44	5303.13	447.365	3896.54
ACADS	397.868	488.301	405.196	329.052	426.6	390.193	437.959	354.913	433.685	404.4	446.853	395.63	400.978	488.94	441.122	447.445	434.529	452.796	447.172	403.841	378.247	461.673	580.034	552.499	715.491	570.881
ACADSB	507.67	585.339	512.236	560.643	568.0265	506.2495	609.237	617.687	477.03005	552.9115	568.0195	494.206	701.8765	827.392	730.846	725.5855	534.436	581.1065	462.9615	698.0075	255.63	235.51	674.208	660.9935	61.15575	427.8195
ACADVL	5690.47	6383.73	3596.77	3317.61	5213.36	4032.58	5183.03	4071.99	4882.03	6340.52	5829.75	6309.91	5338.74	5032.52	4683.47	4968.81	5057.94	6632.87	5428.48	5719.98	3033.64	4103.22	4087.36	3697.38	3323.06	5671.79
ACAN	157.5613333	158.5136667	148.061	151.0766667	149.2716667	161.559	141.4336667	146.5413333	152.215	151.8743333	148.6933333	153.588	149.3856667	141.0823333	136.3373333	144.6526667	153.0743333	144.5266667	154.6376667	155.1696667	121.159	136.4163333	154.4056667	158.8226667	170.4886667	146.1733333
ACAP1	174.542	204.4995	194.311	210.677	221.5365	183.0925	228.5705	170.8165	182.2075	194.8125	193.983	176.4475	248.161	236.356	213.6615	181.2575	177.444	192.7305	197.41	188.049	135.422	164.7555	189.056	205.2295	246.976	251.5125
ACAP2	133.09996	137.34755	139.4015	138.3844	133.33305	112.26495	159.960525	214.55807	125.2387	122.5894	126.3111	110.0538	127.26855	149.01655	115.01335	138.91125	108.8193	102.6924	113.92845	168.1436	201.26295	172.24325	171.794	161.25175	32.46735	128.05689
ACAP3	165.474	150.7645	144.669	155.2015	146.2285	152.8895	160.1575	156.9975	136.62	156.4965	152.4915	165.202	172.518	172.8945	159.288	196.341	152.7335	166.858	177.186	182.4715	198.475	187.169	123.937	149.8985	195.8905	206.6815
ACAT1	7351.65	7698.62	6420.73	8996.54	8711.79	5582.4	7467.91	6206.52	8262.3	7951.03	7920.06	6807.24	7260.15	8080.78	7819.84	7497.6	7638.51	7937.02	5396.68	6768.8	4644.37	3072.34	5035.94	4795.27	988.503	5523.71
ACAT2	131.784	110.952	131.757	126.782	111.779	152.576	128.041	142.092	111.144	141.162	130.134	128.213	151.004	142.054	126.599	125.531	123.497	147.367	125.999	138.674	147.462	138.783	164.811	156.224	155.823	146.394
ACBD3	386.2225	289.912	347.6365	388.415	360.4765	399.9065	422.7855	468.3735	336.021	401.941	336.006	298.4615	370.672	386.891	381.238	363.795	295.2275	378.2085	300.3895	366.0945	416.0925	484.686	197.365	212.033	87.16755	302.0065
ACBD4	443.884	437.6	432.232	417.173	411.349	429.789	311.197	354.297	425.462	355.415	471.423	444.014	329.245	331.491	397.566	367.18	357.084	382.225	321.285	348.695	290.922	307.073	336.213	297.464	380.655	344.069
ACBD5	868.409	922.074	651.219	815.15	740.99	762.359	950.939	958.473	790.256	861.498	834.335	810.121	917.146	804.207	790.56	854.655	674.236	821.595	791.888	1028.83	919.943	501.32	902.663	868.411	161.637	949.92
ACBD6	320.441	275.917	226.41	285.144	251.803	247.987	301.269	310.525	235.531	241.207	235.539	282.501	284.857	297.54	283.906	271.842	272.051	301.472	282.177	304.963	280.99	323.329	214.048	208.084	242.762	332.068
ACCS	131.494	141.046	158.748	143.255	137.302	154.239	129.227	197.465	132.194	135.642	139.333	160.743	157.182	152.885	148.785	175.357	112.185	140.713	144.929	135.163	99.63	120.435	128.784	127.292	136.738	125.63
ACD	216.161	203.4	195.849	193.036	175.938	173.744	189.1	208.254	170.831	170.361	180.826	183.683	209.64	231.492	195.678	209.382	208.581	212.427	192.913	237.741	222.98	331.883	175.199	169.273	245.968	234.426
ACE	106.76555	105.84555	101.55265	102.71335	102.5632	102.1077	101.38025	94.0971	99.02615	103.63515	104.29475	96.2379	104.93615	101.0606	112.82645	100.54445	92.35965	93.53835	105.30995	95.4461	92.40765	85.029	102.37315	96.07025	139.58705	113.7382
ACE2	48.51635	53.2712	49.23905	44.0387	55.91826	53.90085	61.7353	43.0815	62.3665	64.62945	45.74575	54.54465	47.6173	56.47275	52.4956	52.22075	50.1917	52.348	52.35975	50.15815	58.38035	54.0241	88.75175	70.4502	98.1313	65.3521
ACER3	101.7396	102.2774	107.31442	112.52888	101.3209	108.07984	111.45886	123.10464	99.92602	105.3899	89.66862	111.7528	117.16814	109.1241	105.42712	108.89566	90.80982	98.48596	106.58776	125.11542	124.50678	110.00888	81.18866	82.20258	64.27558	90.573
ACHE	281.204	399.026	263.88	347.2403333	393.626	321.4496667	457.9803333	349.4023333	306.925	257.0616667	249.2396667	317.063	479.4473333	387.0473333	394.924	595.425	307.919	401.3113333	434.7216667	356.5406667	183.67	167.9513333	178.819	169.3586667	721.098	653.659
ACIN1	357.501	323.392	351.676	346.262	365.759	325.218	414.505	330.385	402.711	396.869	445.506	369.773	435.769	405.839	429.864	390.043	295.666	441.146	477.58	443.049	534.916	583.768	241.954	228.145	291.454	454.299
ACKR1	164.641	258.161	237.641	206.724	243.631	175.75	205.579	274.487	234.484	170.518	223.912	129.535	204.323	166.236	256.217	255.658	174.15	143.137	312.063	208.784	333.169	2397.86	411.952	450.753	266.7	241.887
ACKR2	137.191	118.012	143.541	135.848	114.789	113.546	121.443	113.185	118.246	139.396	134.754	125.245	114.399	121.95	117.944	125.133	143.769	135.055	127.799	144.527	113.952	121.735	146.119	123.532	161.232	136.314
ACKR3	532.565	528.036	859.493	884.215	979.681	487.639	619.801	821.124	518.96	319.386	213.896	427.94	749.521	459.859	415.244	589.486	794.71	501.306	584.409	709.658	289.746	1461.04	363.785	273.528	576.677	1244.91
ACKR4	107.521	142.035	127.9	133.683	108.456	141.448	137.858	81.1717	44.6964	109.473	104.137	117.864	102.552	102.563	82.1942	108.147	131.735	112.021	128.978	113.968	90.4452	68.9182	97.5234	82.6255	116.595	111.51
ACLY	223.9283333	223.796	256.3233333	216.002	272.1886667	206.165	235.4316667	290.1396667	237.2646667	234.9243333	250.7486667	211.8816667	235.2156667	220.995	216.2136667	255.8493333	208.8713333	215.8116667	259.6003333	248.0206667	331.664	407.1753333	230.676	217.356	211.3016667	285.5766667
ACMSD	59.7694	58.6942	64.6781	69.4594	45.7295	64.5339	70.0742	54.7188	55.8651	64.0411	57.5519	76.9251	62.9717	74.4263	76.336	61.4919	97.4025	82.0324	71.3397	93.2739	74.0674	40.7397	77.3713	62.1747	62.5695	80.5006
ACN9	293.787	480.257	440.468	455.154	459.465	379.098	487.281	506.783	369.545	369.604	517.393	310.746	349.508	352.339	374.322	370.024	266.87	303.785	341.261	429.445	243.003	165.016	602.802	625.348	75.3366	551.294
ACO1	288.184	336.654	321.406	320.818	360.468	321.892	364.741	389.409	331.195	390.709	403.359	319.757	332.629	356.569	330.053	370.954	330.914	326.471	347.102	401.763	393.408	578.919	301.955	335.639	153.061	392.012
ACO2	2211.653	2808.4016	2656.13865	2259.5203	2638.4857	2377.196	2836.07235	1803.79485	2988.23695	3022.428	2618.38765	2504.27765	3006.3405	2735.0265	2925.4557	3126.4855	2447.4737	2558.166	2796.1644	2323.80755	1779.0692	2435.9879	1233.556	1098.3951	2089.9965	3136.2715
ACOT11	223.1975	205.4475	147.133	197.7525	175.741	166.868	188.5115	142.493	166.3037	212.972	194.857	154.01415	236.8195	275.9365	207.2025	210.5485	183.3985	177.3275	161.158	193.007	141.446	117.9414	136.6652	138.7547	185.56395	160.1445
ACOT13	605.208	892.35	727.344	645.605	670.077	687.317	688.468	964.349	775.239	732.68	931.745	699.711	722.124	596.174	672.694	617.434	643.615	495.518	664.502	723.718	1315.65	635.684	1344.35	1339.71	165.798	804.479
ACOT4	125.138	111.657	135.419	136.754	126.09	142.352	147.855	135.862	148.248	172.169	140.106	146.821	109.215	140.732	109.929	130.387	153.382	136.372	132.137	156.885	118.721	131.937	116.46	122.273	143.42	127.728
ACOT7	134.8615	139.9602	155.4815	126.7407	135.959	134.736	123.26	133.2485	141.127	137.6835	132.534	152.915	124.93785	137.265	130.40905	124.7445	132.2	127.6635	137.0055	129.45215	180.2345	175.791	149.267	139.378	173.5755	139.9885
ACOT8	256.442	251.764	213.921	237.77	236.96	245.018	272.037	231.261	235.723	260.142	286.508	217.212	244.871	262.304	230.992	250.743	234.478	265.373	234.86	252.575	378.498	314.406	305.331	315.167	491.719	409.112
ACOT9	443.833	327.096	322.119	402.454	485.873	327.115	415.33	514.5	377.626	394.308	479.576	364.689	370.175	456.284	341.642	358.281	374.855	383.474	340.254	408.411	783.508	712.979	497.956	516.656	198.002	404.927
ACOX1	201.3592	201.8926	165.7828	198.5494	206.7602	185.296	199.5718	208.6432	198.5492	206.0842	190.7158	183.5412	204.9962	216.2234	213.345	222.7012	182.035	198.01282	212.5356	225.527	282.28914	269.5798	228.7188	217.2596	137.46798	282.703
ACOX2	172.125	156.799	129.023	163.191	121.705	150.775	154.143	174.127	157.07	173.641	128.236	140.815	136.594	152.858	145.664	147.968	137.902	155.831	122.137	164.644	131.953	152.048	160.711	164.49	256.593	166.078
ACOX3	88.35755	103.5186	105.2036	100.69545	84.06975	100.0161	96.8954	111.5679	98.04665	91.52365	104.92325	106.3469	92.82685	96.89705	78.3983	108.3512	104.99515	92.0958	110.31735	99.3919	124.50645	119.816	110.4387	104.3329	110.1692	111.5604
ACOXL	24.7206	33.4727	33.1179	16.9411	29.866	24.8329	28.8939	26.0016	5.9958	20.9217	22.8063	24.8712	23.5806	24.1418	16.3222	40.2872	32.786	28.8123	32.451	43.1993	32.2095	21.716	34.7176	21.2449	54.2742	33.2662
ACP1	948.8923333	991.664	978.9626667	931.3783333	882.868	830.7233333	1001.860667	1109.044	937.5323333	851.9146667	835.4856667	804.269	968.2796667	982.069	961.0356667	971.1146667	937.3246667	932.0606667	809.1196667	1098.229	872.304	967.2473333	789.8493333	756.1063333	229.3673333	834.2583333
ACP2	282.923	281.844	269.652	275.355	295.925	288.996	311.472	299.03	267.99	290.189	308.282	248.831	281.169	294.462	311.142	311.726	277.782	284.898	208.827	299.195	285.209	351.968	215.311	222.434	308.296	338.517
ACP5	166.955	147.642	171.903	168.54	113.912	142.602	131.547	166.713	146.723	128.888	141.253	179.563	150.185	135.937	124.969	180.803	154.9	146.389	191.996	163.456	119.609	127.917	256.991	209.977	262.191	199.843
ACP6	231.529	217.317	254.423	288.202	151.853	212.218	223.96	185.189	196.097	190.58	196.113	155.545	245.403	267.84	229.156	228.823	203.885	217.76	266.151	221.676	223.434	218.471	255.055	190.147	289.069	290.889
ACPP	61.3318	38.04692	57.67105	50.3882	41.08865	56.94435	42.3465	49.6636	52.6348	66.7467	63.2626	83.00735	47.39225	53.6552	43.64195	57.787	68.2548	64.1213	55.7827	49.1725	54.93245	52.685	62.03485	62.3328	46.3153	48.56365
ACR	242.662	237.083	254.355	247.426	238.035	252.731	240.358	265.828	245.957	280.634	245.963	213.714	322.003	280.448	321.141	270.844	262.711	240.575	239.592	274.82	233.789	243.699	215.405	245.054	248.184	243.463
ACRBP	118.9422667	113.1275667	111.7205333	115.142	106.6811	116.7592333	124.3263	101.0721	117.8652667	111.3034333	114.8964	111.3894	118.5706	115.8901	104.911	108.7602	113.1951	110.8821333	113.5079333	106.8553	111.8966	98.8881	129.0248667	145.9333333	148.7516667	126.936
ACRV1	123.4658333	129.707	129.0505	136.2965	129.8675333	133.2161833	152.381	114.9802	129.9945	138.3616667	129.6226667	130.2076667	121.858	137.2208333	136.656	124.4231667	160.4351667	145.8195	170.3293333	139.0623333	141.2291	120.24985	150.7246667	137.0781667	197.4571667	144.613
ACSBG1	137.4655	95.1461	98.70975	98.387	90.0549	99.2163	110.0015	104.8245	97.27845	92.1151	91.13385	99.99335	87.7632	115.377	99.57495	93.21555	137.2185	138.116	118.0795	120.3545	122.5913	104.74975	156.222	113.81915	115.2131	99.1736
ACSBG2	96.7867	107.926	98.4509	79.7788	98.7583	70.4467	83.9729	100.976	97.5971	97.1092	96.8381	85.5157	98.042	94.1636	93.9987	79.9518	78.2916	96.026	101.422	90.6131	72.474	91.3434	89.2936	88.6552	108.31	89.3948
ACSF2	269.118	324.177	229.879	221.001	295.202	238.528	328.617	196.184	307.587	288.931	281.786	271.193	314.376	303.252	281.275	429.243	215.47	337.87	358.706	344.023	167.118	225.916	211.404	213.803	267.667	319.437
ACSF3	183.671	193.622	176.207	165.608	172.448	160.541	172.643	182.533	182.918	177.529	176.228	184.661	178.651	182.413	175.493	173.024	183.185	167.103	181.558	178.735	171.927	200.671	200.413	185.135	208.513	205.504
ACSL1	5079.105	4666.845	2450.16	2907.145	4271.275	3198.865	3912.55	2963.71	4196.685	6005.425	5691.755	3423.505	3634.22	3760.455	3774.83	2974.375	4169.63	5545.515	3158.8	3300.445	5395.705	6787.9	1717.375	1674.62	669.468	3576.625
ACSL3	979.1006667	734.9013333	437.3486667	878.8013333	768.2943333	623.438	785.4793333	1002.917	565.0553333	813.9666667	877.692	785.5793333	1203.752667	872.747	751.0876667	758.8046667	837.0736667	927.564	945.4563333	808.6466667	633.632	562.0163333	406.34	373.2246667	97.4214	546.1953333
ACSL4	264.475	178.949	310.854	303.589	244.376	247.858	290.422	423.908	204.252	237.698	298.047	249.904	288.965	208.698	276.763	337.683	216.426	252.83	326.136	328.054	796.076	2213.79	453.286	414.925	45.9533	209.602
ACSL5	132.7645	112.7405	120.636	126.9205	124.4825	117.2165	119.723	137.133	119.639	118.317	114.772	117.0005	103.6922	109.74935	122.6775	119.202	112.9575	109.0159	109.932	107.29	136.4885	139.4835	116.8555	115.761	114.7995	117.144
ACSL6	97.08382	97.27386	98.5271	80.0729	89.37322	91.46764	83.22002	69.68732	96.35316	89.79672	95.56512	88.7227	79.61886	85.8497	88.87298	85.28574	82.36422	83.74194	90.10636	78.76898	55.18948	55.56498	73.67652	71.77838	92.2069	84.67454
ACSM1	88.4268	95.4726	79.60045	76.741	83.03325	92.1871	79.8242	74.322	87.58235	78.9414	81.32125	82.48325	96.7317	86.74475	82.38865	102.88035	83.1521	92.8276	91.5523	81.74795	77.52305	72.8591	87.949	88.97445	114.37725	82.6637
ACSM2A	32.7853	41.4855	31.8986	25.7496	15.2806	47.3793	36.0961	34.6638	36.8043	38.9568	31.2542	35.0389	38.2553	35.2767	25.0914	37.7285	38.6809	37.9204	48.6818	42.7899	26.8417	26.0828	43.2505	34.1577	56.5495	41.4933
ACSM3	77.1735	91.5863	85.3993	74.86285	77.7415	69.76605	85.1996	72.0218	81.2007	87.84045	90.56005	78.62265	85.54195	82.61245	78.24185	73.78325	73.7728	73.40675	88.18785	73.82	68.0551	63.4349	91.81005	86.53375	98.3524	83.2988
ACSM5	206.4555	185.625	189.8385	192.927	161.133	237.2505	208.1175	214.239	182.8945	183.44	236.7195	200.684	207.1515	237.668	232.135	206.1525	199.5355	209.987	242.487	208.009	174.1465	183.868	157.8835	170.836	177.9675	196.8515
ACSS1	612.353	438.056	273.812	326.279	412.852	254.516	434.261	248.531	352.594	420.99	378.326	264.407	462.561	729.163	622.084	487.388	437.296	791.19	439.372	549.249	399.186	2587.94	244.626	257.023	492.938	595.481
ACSS3	110.19055	119.54	100.82465	104.83	101.7108	125.6825	114.60175	125.19185	109.43535	109.391	101.55615	119.438	103.58495	136.6615	123.326	119.0955	121.5825	121.8695	114.33755	124.8145	96.95745	131.111	113.4065	109.5615	95.44905	126.593
